name	dataset	ori_cap	audio_path	duration	mel_path
In_a_quiet_environment,_a_tune_is_whistled.wav	audiocaps	In a quiet environment, a tune is whistled	data/audio_wav_train/In_a_quiet_environment,_a_tune_is_whistled.wav	10.0	data/audio_wav_train_mel/In_a_quiet_environment,_a_tune_is_whistled_mel.npy
A_child_is_crying_and_speaking,_and_an_adult_female_is_speaking.wav	audiocaps	A child is crying and speaking, and an adult female is speaking	data/audio_wav_train/A_child_is_crying_and_speaking,_and_an_adult_female_is_speaking.wav	10.0	data/audio_wav_train_mel/A_child_is_crying_and_speaking,_and_an_adult_female_is_speaking_mel.npy
A_vehicle_engine_revving_and_accelerating_while_driving_by.wav	audiocaps	A vehicle engine revving and accelerating while driving by	data/audio_wav_train/A_vehicle_engine_revving_and_accelerating_while_driving_by.wav	10.0	data/audio_wav_train_mel/A_vehicle_engine_revving_and_accelerating_while_driving_by_mel.npy
A_helicopters_blades_are_rotating_and_a_man_is_speaking_over_them.wav	audiocaps	A helicopters blades are rotating and a man is speaking over them	data/audio_wav_train/A_helicopters_blades_are_rotating_and_a_man_is_speaking_over_them.wav	10.0	data/audio_wav_train_mel/A_helicopters_blades_are_rotating_and_a_man_is_speaking_over_them_mel.npy
Young_children_are_chuckling,_laughing_and_talking.wav	audiocaps	Young children are chuckling, laughing and talking	data/audio_wav_train/Young_children_are_chuckling,_laughing_and_talking.wav	10.0	data/audio_wav_train_mel/Young_children_are_chuckling,_laughing_and_talking_mel.npy
Continuous_hissing_with_bells_and_a_horn_honking.wav	audiocaps	Continuous hissing with bells and a horn honking	data/audio_wav_train/Continuous_hissing_with_bells_and_a_horn_honking.wav	10.0	data/audio_wav_train_mel/Continuous_hissing_with_bells_and_a_horn_honking_mel.npy
Dog_whimper_and_howl_with_a_voice_of_a_man.wav	audiocaps	Dog whimper and howl with a voice of a man	data/audio_wav_train/Dog_whimper_and_howl_with_a_voice_of_a_man.wav	10.0	data/audio_wav_train_mel/Dog_whimper_and_howl_with_a_voice_of_a_man_mel.npy
A_man_delivering_a_speech_before_a_large_bang_and_laughter.wav	audiocaps	A man delivering a speech before a large bang and laughter	data/audio_wav_train/A_man_delivering_a_speech_before_a_large_bang_and_laughter.wav	10.0	data/audio_wav_train_mel/A_man_delivering_a_speech_before_a_large_bang_and_laughter_mel.npy
Water_flowing,_wind_blowing,_a_dog_whimpers.wav	audiocaps	Water flowing, wind blowing, a dog whimpers	data/audio_wav_train/Water_flowing,_wind_blowing,_a_dog_whimpers.wav	10.0	data/audio_wav_train_mel/Water_flowing,_wind_blowing,_a_dog_whimpers_mel.npy
The_wind_blows,_footsteps_shuffle_along_a_path_and_a_car_door_is_opened_and_closed_twice.wav	audiocaps	The wind blows, footsteps shuffle along a path and a car door is opened and closed twice	data/audio_wav_train/The_wind_blows,_footsteps_shuffle_along_a_path_and_a_car_door_is_opened_and_closed_twice.wav	10.0	data/audio_wav_train_mel/The_wind_blows,_footsteps_shuffle_along_a_path_and_a_car_door_is_opened_and_closed_twice_mel.npy
A_man_speaks_as_cars_drive_in_the_background.wav	audiocaps	A man speaks as cars drive in the background	data/audio_wav_train/A_man_speaks_as_cars_drive_in_the_background.wav	10.0	data/audio_wav_train_mel/A_man_speaks_as_cars_drive_in_the_background_mel.npy
Continuous_repetitive_ticking.wav	audiocaps	Continuous repetitive ticking	data/audio_wav_train/Continuous_repetitive_ticking.wav	10.0	data/audio_wav_train_mel/Continuous_repetitive_ticking_mel.npy
A_motorcycle_is_being_started_and_revved.wav	audiocaps	A motorcycle is being started and revved	data/audio_wav_train/A_motorcycle_is_being_started_and_revved.wav	10.0	data/audio_wav_train_mel/A_motorcycle_is_being_started_and_revved_mel.npy
Wind_is_picking_up_at_a_fast_speed.wav	audiocaps	Wind is picking up at a fast speed	data/audio_wav_train/Wind_is_picking_up_at_a_fast_speed.wav	10.0	data/audio_wav_train_mel/Wind_is_picking_up_at_a_fast_speed_mel.npy
A_man_talking_followed_by_a_child_talking_in_the_distance_as_footsteps_walk_on_gravel_and_birds_chirp_in_the_background.wav	audiocaps	A man talking followed by a child talking in the distance as footsteps walk on gravel and birds chirp in the background	data/audio_wav_train/A_man_talking_followed_by_a_child_talking_in_the_distance_as_footsteps_walk_on_gravel_and_birds_chirp_in_the_background.wav	10.0	data/audio_wav_train_mel/A_man_talking_followed_by_a_child_talking_in_the_distance_as_footsteps_walk_on_gravel_and_birds_chirp_in_the_background_mel.npy
The_lady_is_giving_a_speech.wav	audiocaps	The lady is giving a speech	data/audio_wav_train/The_lady_is_giving_a_speech.wav	10.0	data/audio_wav_train_mel/The_lady_is_giving_a_speech_mel.npy
A_motorcycle_passes_by_and_then_a_man_talks_as_the_motorcycle_starts_to_come_back.wav	audiocaps	A motorcycle passes by and then a man talks as the motorcycle starts to come back	data/audio_wav_train/A_motorcycle_passes_by_and_then_a_man_talks_as_the_motorcycle_starts_to_come_back.wav	10.0	data/audio_wav_train_mel/A_motorcycle_passes_by_and_then_a_man_talks_as_the_motorcycle_starts_to_come_back_mel.npy
Cars_are_revving_their_engines_and_racing.wav	audiocaps	Cars are revving their engines and racing	data/audio_wav_train/Cars_are_revving_their_engines_and_racing.wav	10.0	data/audio_wav_train_mel/Cars_are_revving_their_engines_and_racing_mel.npy
Soft_rustling_and_a_person_breathing.wav	audiocaps	Soft rustling and a person breathing	data/audio_wav_train/Soft_rustling_and_a_person_breathing.wav	10.0	data/audio_wav_train_mel/Soft_rustling_and_a_person_breathing_mel.npy
Engines_revving_up,_repeated_ticking,_music.wav	audiocaps	Engines revving up, repeated ticking, music	data/audio_wav_train/Engines_revving_up,_repeated_ticking,_music.wav	10.0	data/audio_wav_train_mel/Engines_revving_up,_repeated_ticking,_music_mel.npy
An_engine_rattles,_some_clicking.wav	audiocaps	An engine rattles, some clicking	data/audio_wav_train/An_engine_rattles,_some_clicking.wav	10.0	data/audio_wav_train_mel/An_engine_rattles,_some_clicking_mel.npy
A_cat_meows_and_something_shuffles_on_a_hard_surface.wav	audiocaps	A cat meows and something shuffles on a hard surface	data/audio_wav_train/A_cat_meows_and_something_shuffles_on_a_hard_surface.wav	10.0	data/audio_wav_train_mel/A_cat_meows_and_something_shuffles_on_a_hard_surface_mel.npy
A_harsh_motor_sound.wav	audiocaps	A harsh motor sound	data/audio_wav_train/A_harsh_motor_sound.wav	10.0	data/audio_wav_train_mel/A_harsh_motor_sound_mel.npy
The_wind_is_blowing,_insects_are_chirping,_and_rustling_is_present.wav	audiocaps	The wind is blowing, insects are chirping, and rustling is present	data/audio_wav_train/The_wind_is_blowing,_insects_are_chirping,_and_rustling_is_present.wav	10.0	data/audio_wav_train_mel/The_wind_is_blowing,_insects_are_chirping,_and_rustling_is_present_mel.npy
A_man_talks_while_water_is_flowing_down_and_splashing_onto_a_surface.wav	audiocaps	A man talks while water is flowing down and splashing onto a surface	data/audio_wav_train/A_man_talks_while_water_is_flowing_down_and_splashing_onto_a_surface.wav	10.0	data/audio_wav_train_mel/A_man_talks_while_water_is_flowing_down_and_splashing_onto_a_surface_mel.npy
Hizzing_sound_accompanied_by_a_man_speaking.wav	audiocaps	Hizzing sound accompanied by a man speaking	data/audio_wav_train/Hizzing_sound_accompanied_by_a_man_speaking.wav	10.0	data/audio_wav_train_mel/Hizzing_sound_accompanied_by_a_man_speaking_mel.npy
Man_speaking_and_vehicle_noise.wav	audiocaps	Man speaking and vehicle noise	data/audio_wav_train/Man_speaking_and_vehicle_noise.wav	10.0	data/audio_wav_train_mel/Man_speaking_and_vehicle_noise_mel.npy
Two_women_talking_and_laughing_followed_by_a_door_banging_softly_as_a_door_creaks_repeatedly.wav	audiocaps	Two women talking and laughing followed by a door banging softly as a door creaks repeatedly	data/audio_wav_train/Two_women_talking_and_laughing_followed_by_a_door_banging_softly_as_a_door_creaks_repeatedly.wav	10.0	data/audio_wav_train_mel/Two_women_talking_and_laughing_followed_by_a_door_banging_softly_as_a_door_creaks_repeatedly_mel.npy
Helicopter_rotors_drumming_and_squeaking_bird.wav	audiocaps	Helicopter rotors drumming and squeaking bird	data/audio_wav_train/Helicopter_rotors_drumming_and_squeaking_bird.wav	10.0	data/audio_wav_train_mel/Helicopter_rotors_drumming_and_squeaking_bird_mel.npy
Plastic_rattling_followed_by_compressed_air_releasing_as_a_lawn_mower_runs_in_the_distance_and_birds_chirp_in_the_background.wav	audiocaps	Plastic rattling followed by compressed air releasing as a lawn mower runs in the distance and birds chirp in the background	data/audio_wav_train/Plastic_rattling_followed_by_compressed_air_releasing_as_a_lawn_mower_runs_in_the_distance_and_birds_chirp_in_the_background.wav	10.0	data/audio_wav_train_mel/Plastic_rattling_followed_by_compressed_air_releasing_as_a_lawn_mower_runs_in_the_distance_and_birds_chirp_in_the_background_mel.npy
As_vehicles_go_by_on_the_road_a_musical_horn_sound_off_a_tune.wav	audiocaps	As vehicles go by on the road a musical horn sound off a tune	data/audio_wav_train/As_vehicles_go_by_on_the_road_a_musical_horn_sound_off_a_tune.wav	10.0	data/audio_wav_train_mel/As_vehicles_go_by_on_the_road_a_musical_horn_sound_off_a_tune_mel.npy
Someone_talks_about_picking_up_something_at_a_hardware_store.wav	audiocaps	Someone talks about picking up something at a hardware store	data/audio_wav_train/Someone_talks_about_picking_up_something_at_a_hardware_store.wav	10.0	data/audio_wav_train_mel/Someone_talks_about_picking_up_something_at_a_hardware_store_mel.npy
Cat_repeatedly_sneezing.wav	audiocaps	Cat repeatedly sneezing	data/audio_wav_train/Cat_repeatedly_sneezing.wav	10.0	data/audio_wav_train_mel/Cat_repeatedly_sneezing_mel.npy
A_car_horn_sounds_loudly_and_then_fades_away.wav	audiocaps	A car horn sounds loudly and then fades away	data/audio_wav_train/A_car_horn_sounds_loudly_and_then_fades_away.wav	10.0	data/audio_wav_train_mel/A_car_horn_sounds_loudly_and_then_fades_away_mel.npy
Someone_is_typing_on_a_keyboard.wav	audiocaps	Someone is typing on a keyboard	data/audio_wav_train/Someone_is_typing_on_a_keyboard.wav	10.0	data/audio_wav_train_mel/Someone_is_typing_on_a_keyboard_mel.npy
Men_are_speaking_over_the_sound_of_a_motor_slowing_down.wav	audiocaps	Men are speaking over the sound of a motor slowing down	data/audio_wav_train/Men_are_speaking_over_the_sound_of_a_motor_slowing_down.wav	10.0	data/audio_wav_train_mel/Men_are_speaking_over_the_sound_of_a_motor_slowing_down_mel.npy
An_adult_female_speaks,_metal_clinks,_and_a_young_female_laugh,_and_this_is_repeated_five_times,_then_a_young_female_speaks,_laughs_and_sneezes_and_this_is_repeated_twice_and_then_two_extra_sneezes,_then_an_adult_male_begins_to_speak.wav	audiocaps	An adult female speaks, metal clinks, and a young female laugh, and this is repeated five times, then a young female speaks, laughs and sneezes and this is repeated twice and then two extra sneezes, then an adult male begins to speak	data/audio_wav_train/An_adult_female_speaks,_metal_clinks,_and_a_young_female_laugh,_and_this_is_repeated_five_times,_then_a_young_female_speaks,_laughs_and_sneezes_and_this_is_repeated_twice_and_then_two_extra_sneezes,_then_an_adult_male_begins_to_speak.wav	10.0	data/audio_wav_train_mel/An_adult_female_speaks,_metal_clinks,_and_a_young_female_laugh,_and_this_is_repeated_five_times,_then_a_young_female_speaks,_laughs_and_sneezes_and_this_is_repeated_twice_and_then_two_extra_sneezes,_then_an_adult_male_begins_to_speak_mel.npy
An_adult_male_speaks_and_pauses,_a_crowd_laughs,_and_the_adult_male_continues_to_speak.wav	audiocaps	An adult male speaks and pauses, a crowd laughs, and the adult male continues to speak	data/audio_wav_train/An_adult_male_speaks_and_pauses,_a_crowd_laughs,_and_the_adult_male_continues_to_speak.wav	10.0	data/audio_wav_train_mel/An_adult_male_speaks_and_pauses,_a_crowd_laughs,_and_the_adult_male_continues_to_speak_mel.npy
A_bus_slows_down_and_its_engine_decelerates_quietly.wav	audiocaps	A bus slows down and its engine decelerates quietly	data/audio_wav_train/A_bus_slows_down_and_its_engine_decelerates_quietly.wav	10.0	data/audio_wav_train_mel/A_bus_slows_down_and_its_engine_decelerates_quietly_mel.npy
An_engine_hums_and_wind_blows_as_a_man_speaks.wav	audiocaps	An engine hums and wind blows as a man speaks	data/audio_wav_train/An_engine_hums_and_wind_blows_as_a_man_speaks.wav	10.0	data/audio_wav_train_mel/An_engine_hums_and_wind_blows_as_a_man_speaks_mel.npy
Male_speaking_then_whistling_followed_by_jubilant_male_voice.wav	audiocaps	Male speaking then whistling followed by jubilant male voice	data/audio_wav_train/Male_speaking_then_whistling_followed_by_jubilant_male_voice.wav	10.0	data/audio_wav_train_mel/Male_speaking_then_whistling_followed_by_jubilant_male_voice_mel.npy
Ringing_of_bells_with_some_rustling.wav	audiocaps	Ringing of bells with some rustling	data/audio_wav_train/Ringing_of_bells_with_some_rustling.wav	10.0	data/audio_wav_train_mel/Ringing_of_bells_with_some_rustling_mel.npy
Water_trickling_as_female_voices_laughing.wav	audiocaps	Water trickling as female voices laughing	data/audio_wav_train/Water_trickling_as_female_voices_laughing.wav	10.0	data/audio_wav_train_mel/Water_trickling_as_female_voices_laughing_mel.npy
Clicking_on_a_computer_keyboard.wav	audiocaps	Clicking on a computer keyboard	data/audio_wav_train/Clicking_on_a_computer_keyboard.wav	10.0	data/audio_wav_train_mel/Clicking_on_a_computer_keyboard_mel.npy
Boy_laughing,_followed_by_cat_meowing_and_girl_laughing.wav	audiocaps	Boy laughing, followed by cat meowing and girl laughing	data/audio_wav_train/Boy_laughing,_followed_by_cat_meowing_and_girl_laughing.wav	10.0	data/audio_wav_train_mel/Boy_laughing,_followed_by_cat_meowing_and_girl_laughing_mel.npy
Vehicle_engine_is_starting_and_idling.wav	audiocaps	Vehicle engine is starting and idling	data/audio_wav_train/Vehicle_engine_is_starting_and_idling.wav	10.0	data/audio_wav_train_mel/Vehicle_engine_is_starting_and_idling_mel.npy
A_person_snores_loudly_nearby_as_a_person_speaks_in_the_distance.wav	audiocaps	A person snores loudly nearby as a person speaks in the distance	data/audio_wav_train/A_person_snores_loudly_nearby_as_a_person_speaks_in_the_distance.wav	10.0	data/audio_wav_train_mel/A_person_snores_loudly_nearby_as_a_person_speaks_in_the_distance_mel.npy
Motor_running_followed_by_faint_murmuring_and_gunshot.wav	audiocaps	Motor running followed by faint murmuring and gunshot	data/audio_wav_train/Motor_running_followed_by_faint_murmuring_and_gunshot.wav	10.0	data/audio_wav_train_mel/Motor_running_followed_by_faint_murmuring_and_gunshot_mel.npy
Engine_revving_as_it_sits_idling.wav	audiocaps	Engine revving as it sits idling	data/audio_wav_train/Engine_revving_as_it_sits_idling.wav	10.0	data/audio_wav_train_mel/Engine_revving_as_it_sits_idling_mel.npy
A_pet_cat_meows_and_a_woman_is_speaking.wav	audiocaps	A pet cat meows and a woman is speaking	data/audio_wav_train/A_pet_cat_meows_and_a_woman_is_speaking.wav	10.0	data/audio_wav_train_mel/A_pet_cat_meows_and_a_woman_is_speaking_mel.npy
Wind_noise_under_a_microphone_with_ocean_wave_sounds.wav	audiocaps	Wind noise under a microphone with ocean wave sounds	data/audio_wav_train/Wind_noise_under_a_microphone_with_ocean_wave_sounds.wav	10.0	data/audio_wav_train_mel/Wind_noise_under_a_microphone_with_ocean_wave_sounds_mel.npy
A_man_speaks_and_then_a_swat_and_the_man_continues_to_talk.wav	audiocaps	A man speaks and then a swat and the man continues to talk	data/audio_wav_train/A_man_speaks_and_then_a_swat_and_the_man_continues_to_talk.wav	10.0	data/audio_wav_train_mel/A_man_speaks_and_then_a_swat_and_the_man_continues_to_talk_mel.npy
Light_static_followed_by_loud_static.wav	audiocaps	Light static followed by loud static	data/audio_wav_train/Light_static_followed_by_loud_static.wav	10.0	data/audio_wav_train_mel/Light_static_followed_by_loud_static_mel.npy
Typing_and_clicking_on_a_keyboard.wav	audiocaps	Typing and clicking on a keyboard	data/audio_wav_train/Typing_and_clicking_on_a_keyboard.wav	10.0	data/audio_wav_train_mel/Typing_and_clicking_on_a_keyboard_mel.npy
Static_crackles,_a_person_speaks_in_a_distorted_way,_and_water_flows.wav	audiocaps	Static crackles, a person speaks in a distorted way, and water flows	data/audio_wav_train/Static_crackles,_a_person_speaks_in_a_distorted_way,_and_water_flows.wav	10.0	data/audio_wav_train_mel/Static_crackles,_a_person_speaks_in_a_distorted_way,_and_water_flows_mel.npy
A_couple_of_sheep_bleating_and_a_man_talking.wav	audiocaps	A couple of sheep bleating and a man talking	data/audio_wav_train/A_couple_of_sheep_bleating_and_a_man_talking.wav	10.0	data/audio_wav_train_mel/A_couple_of_sheep_bleating_and_a_man_talking_mel.npy
Water_crashing_and_small_person_talking.wav	audiocaps	Water crashing and small person talking	data/audio_wav_train/Water_crashing_and_small_person_talking.wav	10.0	data/audio_wav_train_mel/Water_crashing_and_small_person_talking_mel.npy
A_high_frequency_vibration_suddenly_becomes_lower_frequency_as_it_fade_away_in_the_distance.wav	audiocaps	A high frequency vibration suddenly becomes lower frequency as it fade away in the distance	data/audio_wav_train/A_high_frequency_vibration_suddenly_becomes_lower_frequency_as_it_fade_away_in_the_distance.wav	10.0	data/audio_wav_train_mel/A_high_frequency_vibration_suddenly_becomes_lower_frequency_as_it_fade_away_in_the_distance_mel.npy
Fireworks_going_off.wav	audiocaps	Fireworks going off	data/audio_wav_train/Fireworks_going_off.wav	10.0	data/audio_wav_train_mel/Fireworks_going_off_mel.npy
Several_pigeons_coo.wav	audiocaps	Several pigeons coo	data/audio_wav_train/Several_pigeons_coo.wav	10.0	data/audio_wav_train_mel/Several_pigeons_coo_mel.npy
Thunder_explodes_and_gets_softer.wav	audiocaps	Thunder explodes and gets softer	data/audio_wav_train/Thunder_explodes_and_gets_softer.wav	10.0	data/audio_wav_train_mel/Thunder_explodes_and_gets_softer_mel.npy
Scraping_noises_with_a_person_talking.wav	audiocaps	Scraping noises with a person talking	data/audio_wav_train/Scraping_noises_with_a_person_talking.wav	10.0	data/audio_wav_train_mel/Scraping_noises_with_a_person_talking_mel.npy
Water_trickles_into_a_puddle.wav	audiocaps	Water trickles into a puddle	data/audio_wav_train/Water_trickles_into_a_puddle.wav	10.0	data/audio_wav_train_mel/Water_trickles_into_a_puddle_mel.npy
An_engine_idles_and_music_plays_in_the_background.wav	audiocaps	An engine idles and music plays in the background	data/audio_wav_train/An_engine_idles_and_music_plays_in_the_background.wav	10.0	data/audio_wav_train_mel/An_engine_idles_and_music_plays_in_the_background_mel.npy
Sirens_ring_out_and_cars_speed_by_in_the_background.wav	audiocaps	Sirens ring out and cars speed by in the background	data/audio_wav_train/Sirens_ring_out_and_cars_speed_by_in_the_background.wav	10.0	data/audio_wav_train_mel/Sirens_ring_out_and_cars_speed_by_in_the_background_mel.npy
A_man_makes_a_speech_which_is_broadcast_through_loudspeakers.wav	audiocaps	A man makes a speech which is broadcast through loudspeakers	data/audio_wav_train/A_man_makes_a_speech_which_is_broadcast_through_loudspeakers.wav	10.0	data/audio_wav_train_mel/A_man_makes_a_speech_which_is_broadcast_through_loudspeakers_mel.npy
Rustling_with_constant_hisses.wav	audiocaps	Rustling with constant hisses	data/audio_wav_train/Rustling_with_constant_hisses.wav	10.0	data/audio_wav_train_mel/Rustling_with_constant_hisses_mel.npy
A_large_number_of_bees_buzzing_then_a_man_talks.wav	audiocaps	A large number of bees buzzing then a man talks	data/audio_wav_train/A_large_number_of_bees_buzzing_then_a_man_talks.wav	10.0	data/audio_wav_train_mel/A_large_number_of_bees_buzzing_then_a_man_talks_mel.npy
A_man_is_talking_with_a_sound_of_rushing_water_in_the_background.wav	audiocaps	A man is talking with a sound of rushing water in the background	data/audio_wav_train/A_man_is_talking_with_a_sound_of_rushing_water_in_the_background.wav	10.0	data/audio_wav_train_mel/A_man_is_talking_with_a_sound_of_rushing_water_in_the_background_mel.npy
A_kid_speaking_and_another_kid_talks_in_the_background.wav	audiocaps	A kid speaking and another kid talks in the background	data/audio_wav_train/A_kid_speaking_and_another_kid_talks_in_the_background.wav	10.0	data/audio_wav_train_mel/A_kid_speaking_and_another_kid_talks_in_the_background_mel.npy
Rasping_sound_as_plane_rubs_down_wood.wav	audiocaps	Rasping sound as plane rubs down wood	data/audio_wav_train/Rasping_sound_as_plane_rubs_down_wood.wav	10.0	data/audio_wav_train_mel/Rasping_sound_as_plane_rubs_down_wood_mel.npy
The_sound_of_wind_buffeting_as_sounds_of_speeding_vehicles_go_by.wav	audiocaps	The sound of wind buffeting as sounds of speeding vehicles go by	data/audio_wav_train/The_sound_of_wind_buffeting_as_sounds_of_speeding_vehicles_go_by.wav	10.0	data/audio_wav_train_mel/The_sound_of_wind_buffeting_as_sounds_of_speeding_vehicles_go_by_mel.npy
A_kid_speaking_followed_by_an_insect_buzzing.wav	audiocaps	A kid speaking followed by an insect buzzing	data/audio_wav_train/A_kid_speaking_followed_by_an_insect_buzzing.wav	10.0	data/audio_wav_train_mel/A_kid_speaking_followed_by_an_insect_buzzing_mel.npy
Continuous_hissing_with_some_a_brief_tap.wav	audiocaps	Continuous hissing with some a brief tap	data/audio_wav_train/Continuous_hissing_with_some_a_brief_tap.wav	10.0	data/audio_wav_train_mel/Continuous_hissing_with_some_a_brief_tap_mel.npy
An_adult_male_speaks,_a_meow_occurs,_then_a_boom,_the_male_speaks_again,_and_mechanical_clicking_occurs.wav	audiocaps	An adult male speaks, a meow occurs, then a boom, the male speaks again, and mechanical clicking occurs	data/audio_wav_train/An_adult_male_speaks,_a_meow_occurs,_then_a_boom,_the_male_speaks_again,_and_mechanical_clicking_occurs.wav	10.0	data/audio_wav_train_mel/An_adult_male_speaks,_a_meow_occurs,_then_a_boom,_the_male_speaks_again,_and_mechanical_clicking_occurs_mel.npy
A_loud_engine_idling.wav	audiocaps	A loud engine idling	data/audio_wav_train/A_loud_engine_idling.wav	10.0	data/audio_wav_train_mel/A_loud_engine_idling_mel.npy
A_large_engine_roars,_tires_squeal,_people_speak.wav	audiocaps	A large engine roars, tires squeal, people speak	data/audio_wav_train/A_large_engine_roars,_tires_squeal,_people_speak.wav	10.0	data/audio_wav_train_mel/A_large_engine_roars,_tires_squeal,_people_speak_mel.npy
A_rustling_sound_and_a_brief_tapping_and_drumming.wav	audiocaps	A rustling sound and a brief tapping and drumming	data/audio_wav_train/A_rustling_sound_and_a_brief_tapping_and_drumming.wav	10.0	data/audio_wav_train_mel/A_rustling_sound_and_a_brief_tapping_and_drumming_mel.npy
